MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,MassFeature_Column,Volume,Adjusted_Area_VolNormed,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFFlag,RFratio,nmolinEnviroave,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,molFractionC_pertotalC
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,30396280,170419,Smp,S4C2_B,B,170419,14147407.866973072,170419_Smp_S4C2_B I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,10,1414740.7866973071,7,0.890625,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,0.34590453156253054,C2H7NO3S,2,1,0.6918090631250611,0.34590453156253054,78.03345812900758,16.72995102999509,0.008865544084709647,0.02067576473728818,2.54,2.723657728838823e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,3934445,170419,Smp,S4C2_B,B,170419,3304706.8534628483,170419_Smp_S4C2_B I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,10,330470.6853462848,29,0.546875,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.08215595811118628,C10H14N5O7P,10,5,0.8215595811118628,0.4107797905559314,78.03345812900758,16.72995102999509,0.010528299024677753,0.02455355606357994,2.54,3.2344865398104835e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,356287488,170419,Smp,S4C2_B,B,170419,477630409.0000436,170419_Smp_S4C2_B Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,10,47763040.900004365,1,0.984375,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.2708619322456984,C2H6O4S,2,NA,0.5417238644913968,NA,78.03345812900758,16.72995102999509,0.006942199890664852,NA,2.54,2.132771120044869e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,1026510,170419,Smp,S4C2_B,B,170419,794285.012931556,170419_Smp_S4C2_B Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,10,79428.5012931556,45,0.296875,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.010545986190354822,C3H6O6S,3,NA,0.03163795857106447,NA,78.03345812900758,16.72995102999509,4.054409394334352e-4,NA,2.54,1.2455889201206483e-5
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,11219415,170419,Smp,S6C1_A,A,170419,15272586.87650816,170419_Smp_S6C1_A I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,11,1388416.988773469,15,0.7761194029850746,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,0.3394683553559699,C2H7NO3S,2,1,0.6789367107119398,0.3394683553559699,85.98496220915492,20.243313278276016,0.007895993593164046,0.01676940680062825,4.27,1.5900157159530207e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,7791587,170419,Smp,S6C1_A,A,170419,6861217.606978356,170419_Smp_S6C1_A I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,11,623747.0551798505,19,0.7164179104477613,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.13604922411949308,C10H14N5O7P,10,5,1.3604922411949307,0.6802461205974654,85.98496220915492,20.243313278276016,0.015822443904616585,0.03360349717689086,4.27,3.186164499285552e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,948040832,170419,Smp,S6C1_A,A,170419,832092686.8605522,170419_Smp_S6C1_A Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,11,75644789.71459566,1,0.9850746268656716,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.4289780030821496,C2H6O4S,2,NA,0.8579560061642992,NA,85.98496220915492,20.243313278276016,0.009977977359312622,NA,4.27,2.00926465143864e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,2057200,170419,Smp,S6C1_A,A,170419,1888717.8140319297,170419_Smp_S6C1_A Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,11,171701.61945744816,33,0.5074626865671642,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.022797394866820198,C3H6O6S,3,NA,0.06839218460046059,NA,85.98496220915492,20.243313278276016,7.953970420327614e-4,NA,4.27,1.6016905058655876e-5
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,14966930,170419,Smp,S6C1_B,B,170419,18441612.190710314,170419_Smp_S6C1_B I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,11,1676510.1991554832,13,0.803030303030303,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,0.40990722862559126,C2H7NO3S,2,1,0.8198144572511825,0.40990722862559126,98.78768558644614,23.585869566664595,0.008298751533497436,0.017379356205926753,4.27,1.9199401809161183e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,3185085,170419,Smp,S6C1_B,B,170419,2871683.29110849,170419_Smp_S6C1_B I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,11,261062.1173734991,27,0.5909090909090908,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.08528598058355583,C10H14N5O7P,10,5,0.8528598058355583,0.42642990291777916,98.78768558644614,23.585869566664595,0.008633260317544805,0.018079888965403232,4.27,1.9973297560551718e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,1047988160,170419,Smp,S6C1_B,B,170419,827655371.2933812,170419_Smp_S6C1_B Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,11,75241397.39030738,1,0.9848484848484848,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.4266903844056387,C2H6O4S,2,NA,0.8533807688112774,NA,98.78768558644614,23.585869566664595,0.008638533879453118,NA,4.27,1.9985498098624765e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,1606017,170419,Smp,S6C1_B,B,170419,1529967.400964788,170419_Smp_S6C1_B Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,11,139087.94554225344,37,0.43939393939393945,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.018467168951352544,C3H6O6S,3,NA,0.05540150685405763,NA,98.78768558644614,23.585869566664595,5.608138962378812e-4,NA,4.27,1.2974591769100148e-5
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,10646498,170419,Smp,S6C1_C,C,170419,20736963.313827872,170419_Smp_S6C1_C I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,11,1885178.4830752611,14,0.7941176470588236,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,0.4609266844014649,C2H7NO3S,2,1,0.9218533688029298,0.4609266844014649,92.74881835256919,20.92225671530327,0.009939246506609472,0.02203044779889002,4.27,2.1589071868921073e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,6959755,170419,Smp,S6C1_C,C,170419,7240631.273904379,170419_Smp_S6C1_C I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,11,658239.2067185799,18,0.7352941176470589,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.14300422831404086,C10H14N5O7P,10,5,1.4300422831404087,0.7150211415702044,92.74881835256919,20.92225671530327,0.015418442073346326,0.03417514426382183,4.27,3.3490451595794116e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,1050514112,170419,Smp,S6C1_C,C,170419,848139462.858009,170419_Smp_S6C1_C Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,11,77103587.53254627,1,0.9852941176470588,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.43725077609409324,C2H6O4S,2,NA,0.8745015521881865,NA,92.74881835256919,20.92225671530327,0.009428708286761288,NA,4.27,2.0480130027826382e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,2223123,170419,Smp,S6C1_C,C,170419,1961424.4626528192,170419_Smp_S6C1_C Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,11,178311.31478661994,30,0.5588235294117647,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.02367498609073903,C3H6O6S,3,NA,0.07102495827221708,NA,92.74881835256919,20.92225671530327,7.657775002828341e-4,NA,4.27,1.663347968904381e-5
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,26726554,170419,Smp,S6C2_A,A,170419,19663218.749705706,170419_Smp_S6C2_A I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,10.5,1872687.499971972,9,0.8695652173913043,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,0.4578726354196827,C2H7NO3S,2,1,0.9157452708393654,0.4578726354196827,88.7061517653977,19.3568189558849,0.010323356978231325,0.02365433269088252,4.27,2.144602507820528e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,1575855,170419,Smp,S6C2_A,A,170419,1132630.3462788383,170419_Smp_S6C2_A I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,10.5,107869.5567884608,37,0.46376811594202894,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.042361954324933886,C10H14N5O7P,10,5,0.42361954324933887,0.21180977162466944,88.7061517653977,19.3568189558849,0.0047755373761415205,0.010942385322061121,4.27,9.9208323945981e-5
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,617383808,170419,Smp,S6C2_A,A,170419,718126679.7010382,170419_Smp_S6C2_A Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,10.5,68393017.11438459,1,0.9855072463768116,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.3878535457258467,C2H6O4S,2,NA,0.7757070914516934,NA,88.7061517653977,19.3568189558849,0.008744682031785302,NA,4.27,1.8166442422756286e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,1641624,170419,Smp,S6C2_A,A,170419,1089609.226654422,170419_Smp_S6C2_A Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,10.5,103772.30730042116,36,0.4782608695652174,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.013778194249093831,C3H6O6S,3,NA,0.041334582747281495,NA,88.7061517653977,19.3568189558849,4.6597199770991753e-4,NA,4.27,9.680230151588172e-6
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,16634100,170419,Smp,S6C2_B,B,170419,22656436.080787104,170419_Smp_S6C2_B I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,10.5,2157755.8172178194,13,0.821917808219178,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,0.5275719214425583,C2H7NO3S,2,1,1.0551438428851165,0.5275719214425583,78.50705387240478,17.133004218695643,0.013440115134112801,0.030792726991035725,4.27,2.47106286389957e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,4585671,170419,Smp,S6C2_B,B,170419,4962476.3631581245,170419_Smp_S6C2_B I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,10.5,472616.79649124993,23,0.6849315068493151,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.09062321904990092,C10H14N5O7P,10,5,0.9062321904990092,0.4531160952495046,78.50705387240478,17.133004218695643,0.011543321851968637,0.026446972723853147,4.27,2.1223236311452206e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,773814400,170419,Smp,S6C2_B,B,170419,750018865.720679,170419_Smp_S6C2_B Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,10.5,71430368.1638742,1,0.9863013698630136,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.40507821900189805,C2H6O4S,2,NA,0.8101564380037961,NA,78.50705387240478,17.133004218695643,0.01031953688289615,NA,4.27,1.8973218688613492e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,717974,170419,Smp,S6C2_B,B,170419,943174.2980135398,170419_Smp_S6C2_B Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,10.5,89826.12362033712,55,0.2465753424657534,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.011926513075411767,C3H6O6S,3,NA,0.0357795392262353,NA,78.50705387240478,17.133004218695643,4.557493557761923e-4,NA,4.27,8.379283191155808e-6
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,49063208,170419,Smp,S8C1_A,A,170419,70123153.69892444,170419_Smp_S8C1_A I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,10.5,6678395.590373756,6,0.9117647058823528,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,1.6328696535782856,C2H7NO3S,2,1,3.2657393071565712,1.6328696535782856,105.40880863382807,23.744389973534318,0.030981654659442963,0.06876865042219635,5.56,5.873631847403906e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,10159438,170419,Smp,S8C1_A,A,170419,9610890.257890375,170419_Smp_S8C1_A I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,10.5,915322.8817038456,18,0.7352941176470589,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.21161077797059513,C10H14N5O7P,10,5,2.1161077797059513,1.0580538898529757,105.40880863382807,23.744389973534318,0.020075246150034223,0.04456016309672688,5.56,3.805949244075452e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,1379171584,170419,Smp,S8C1_A,A,170419,1336022955.539353,170419_Smp_S8C1_A Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,10.5,127240281.47993836,1,0.9852941176470588,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.7215735818265187,C2H6O4S,2,NA,1.4431471636530373,NA,105.40880863382807,23.744389973534318,0.013690954127622107,NA,5.56,2.595588423836398e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,2373037,170419,Smp,S8C1_A,A,170419,2410269.1342432695,170419_Smp_S8C1_A Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,10.5,229549.44135650183,32,0.5294117647058824,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.03047804250535364,C3H6O6S,3,NA,0.09143412751606092,NA,105.40880863382807,23.744389973534318,8.674239724470014e-4,NA,5.56,1.644498696332031e-5
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,50659560,170419,Smp,S9C1_A,A,170419,40371511.39750659,170419_Smp_S9C1_A I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,11.5,3510566.2084788335,6,0.9,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,0.8583344534074928,C2H7NO3S,2,1,1.7166689068149856,0.8583344534074928,87.69281621900875,19.277068559935255,0.01957593541673567,0.04452619187086481,5.35,3.208726928626141e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,2366260,170419,Smp,S9C1_A,A,170419,2021199.243534754,170419_Smp_S9C1_A I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,11.5,175756.45595954382,29,0.5166666666666666,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.060850827656264754,C10H14N5O7P,10,5,0.6085082765626475,0.30425413828132375,87.69281621900875,19.277068559935255,0.006939089229874044,0.01578321607018996,5.35,1.1373986477806496e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,470948032,170419,Smp,S9C1_A,A,170419,634768606.4727659,170419_Smp_S9C1_A Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,11.5,55197270.1280666,1,0.9833333333333332,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.3130210924567519,C2H6O4S,2,NA,0.6260421849135038,NA,87.69281621900875,19.277068559935255,0.00713903614806933,NA,5.35,1.1701723082495398e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,2284852,170419,Smp,S9C1_A,A,170419,1517897.540734688,170419_Smp_S9C1_A Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,11.5,131991.09049866852,30,0.5,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.017524895912505147,C3H6O6S,3,NA,0.05257468773751544,NA,87.69281621900875,19.277068559935255,5.995324361144086e-4,NA,5.35,9.827044436918774e-6
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,27987554,170419,Smp,S9C1_B,B,170419,33075598.063695703,170419_Smp_S9C1_B I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,11,3006872.551245064,7,0.8939393939393939,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,0.735181208519995,C2H7NO3S,2,1,1.47036241703999,0.735181208519995,76.49747595465472,18.223188655019577,0.019221057932833945,0.040343170585433706,5.35,2.748340966429888e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,4134878,170419,Smp,S9C1_B,B,170419,3820713.110305393,170419_Smp_S9C1_B I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,11,347337.55548230844,20,0.696969696969697,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.07462894782087211,C10H14N5O7P,10,5,0.746289478208721,0.3731447391043605,76.49747595465472,18.223188655019577,0.009755739897236581,0.020476369211135714,5.35,1.3949336041284505e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,550098560,170419,Smp,S9C1_B,B,170419,441037340.6149888,170419_Smp_S9C1_B Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,11,40094303.69227171,1,0.9848484848484848,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.22737288844047532,C2H6O4S,2,NA,0.45474577688095064,NA,76.49747595465472,18.223188655019577,0.005944585376261428,NA,5.35,8.499921063195338e-5
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,1770774,170419,Smp,S9C1_B,B,170419,2015002.1265422031,170419_Smp_S9C1_B Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,11,183182.01150383663,34,0.48484848484848486,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.024321684687349722,C3H6O6S,3,NA,0.07296505406204917,NA,76.49747595465472,18.223188655019577,9.538230268577822e-4,NA,5.35,1.3638327862065266e-5
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,39279292,170419,Smp,S9C2_A,A,170419,64065807.04397834,170419_Smp_S9C2_A I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,10,6406580.704397834,8,0.8840579710144928,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,1.5664108353344737,C2H7NO3S,2,1,3.1328216706689473,1.5664108353344737,126.3847484095361,25.787623003916973,0.024787972521157203,0.06074273829334895,5.35,5.855741440502706e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,7657362,170419,Smp,S9C2_A,A,170419,7472417.332034536,170419_Smp_S9C2_A I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,10,747241.7332034536,20,0.7101449275362319,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.2133386689470255,C10H14N5O7P,10,5,2.133386689470255,1.0666933447351274,126.3847484095361,25.787623003916973,0.016880096026755113,0.04136454703766623,5.35,3.9876386719070185e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,1353357312,170419,Smp,S9C2_A,A,170419,1422274731.2074482,170419_Smp_S9C2_A Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,10,142227473.12074482,1,0.9855072463768116,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.8065652324893023,C2H6O4S,2,NA,1.6131304649786047,NA,126.3847484095361,25.787623003916973,0.012763648187607494,NA,5.35,3.01519713080113e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,2767800,170419,Smp,S9C2_A,A,170419,2873655.4750828543,170419_Smp_S9C2_A Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,10,287365.54750828544,31,0.5507246376811594,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.03815447913867759,C3H6O6S,3,NA,0.11446343741603277,NA,126.3847484095361,25.787623003916973,9.0567444930243e-4,NA,5.35,2.1395035031034162e-5
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,18522050,170419,Smp,S9C2_B,B,170419,36684441.16691276,170419_Smp_S9C2_B I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,10,3668444.116691275,10,0.8507462686567164,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,0.8969356476317611,C2H7NO3S,2,1,1.7938712952635223,0.8969356476317611,88.27289621828767,17.989963691237346,0.020321881031608004,0.04985755741511839,5.35,3.3530304584364904e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,3111503,170419,Smp,S9C2_B,B,170419,3248523.0802610684,170419_Smp_S9C2_B I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,10,324852.30802610685,22,0.6716417910447761,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.11567714032554882,C10H14N5O7P,10,5,1.156771403255488,0.578385701627744,88.27289621828767,17.989963691237346,0.013104491331007643,0.03215046520129818,5.35,2.162189538795305e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,892235712,170419,Smp,S9C2_B,B,170419,768546889.0730492,170419_Smp_S9C2_B Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,10,76854688.90730491,1,0.9850746268656716,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.4358392838336378,C2H6O4S,2,NA,0.8716785676672756,NA,88.27289621828767,17.989963691237346,0.009874815543739781,NA,5.35,1.6293057339575244e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,1708639,170419,Smp,S9C2_B,B,170419,1658828.769421444,170419_Smp_S9C2_B Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,10,165882.87694214442,30,0.5522388059701493,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.022024821077656798,C3H6O6S,3,NA,0.06607446323297039,NA,88.27289621828767,17.989963691237346,7.485249273976083e-4,NA,5.35,1.2350366959433718e-5
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822524,38179944,170419,Smp,U3_A,A,170419,48623508.53311472,170419_Smp_U3_A I124.0064R10.88_HILICNeg,HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,15.5,3137000.5505235307,10,0.8571428571428572,-1,400,3,3,Taurine,61871992,22176100,42024046,Matched IS,0.9593120302347368,0.7669975419832203,C2H7NO3S,2,1,1.5339950839664407,0.7669975419832203,108.74365911999067,22.284335387727403,0.01410652442984091,0.034418685980001314,4.45,3.44717996396953e-4
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.17179254199336977,13567033,170419,Smp,U3_A,A,170419,13073113.260050366,170419_Smp_U3_A I346.0564R12.06_HILICNeg,HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,15.5,843426.6619387333,18,0.7428571428571429,-1,400,3,3,AMP,10291890,7463008.5,8877449.25,Matched IS,1.3176149846728251,0.18705613355425244,C10H14N5O7P,10,5,1.8705613355425244,0.9352806677712622,108.74365911999067,22.284335387727403,0.017201566975767267,0.04197031912768406,4.45,4.203508619196684e-4
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932977,2018888832,170419,Smp,U3_A,A,170419,2226606465.483411,170419_Smp_U3_A Isethionic Acid,HILICNeg,Isethionic Acid_X_HILICNeg,15.5,143652030.0311878,1,0.9857142857142858,-1,400,3,3,Isethionic Acid,254189296,119179432,186684364,Matched IS,1.0452014248652208,0.8146438269440475,C2H6O4S,2,NA,1.629287653888095,NA,108.74365911999067,22.284335387727403,0.014982829041004545,NA,4.45,3.6613205705350447e-4
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,2199409,170419,Smp,U3_A,A,170419,1993380.985801201,170419_Smp_U3_A Sulfolactic Acid,HILICNeg,Sulfolactic Acid_X_HILICNeg,15.5,128605.22489040007,49,0.30000000000000004,-1,400,3,3,Sulfolactic Acid,94177.5,22737.3125,58457.40625,Matched IS,3.2551006324184,0.01707534327880496,C3H6O6S,3,NA,0.05122602983641489,NA,108.74365911999067,22.284335387727403,4.7107141925296735e-4,NA,4.45,1.1511467378969638e-5
