MassFeature_Column,Identification,Confidence,mz,rt,Column,z,KM1513-125m_A,KM1513-125m_B,KM1513-125m_C,KM1513-15m_A,KM1513-15m_B,KM1513-15m_C,KM1513-45m_A,KM1513-45m_B,KM1513-45m_C,KM1513-75m_A,KM1513-75m_B,KM1513-75m_C,S11C1_A,S12C1_A,S12C1_B,S13C1_A,S13C1_B,S14C1_A,S14C1_B,S14C1_C,S2C3_A,S4C1_A,S4C1_B,S4C1_C,S4C2_A,S4C2_B,S6C1_A,S6C1_B,S6C1_C,S6C2_A,S6C2_B,S7E41D100_1,S7E41D120_1,S7E41D140_1,S7E41D160_1,S7E41D180_1,S7E41D250_1,S7E41D30_1,S7E41D40_1,S7E41D60_1,S7E41D80_1,S8C1_A,S9C1_A,S9C1_B,S9C2_A,S9C2_B,U3_A,U3_B,U4_A,U4_B,U6_A,U6_B,U7_A,U7_B,U8_A,U8_B,U9_A,U9_B,1314_A,1314_B,1314_C,1314P_A,1314P_B,1314P_C,1545_A,1545_B,1545_C,1771_A,1771_B,1771_C,2021_A,2021_B,2021_C,2090_A,2090_B,2090_C,3430_A,3430_B,3430_C,371_A,371_B,371_C,449_A,449_B,449_C,7803_B,7803_F,8102_A,8102_F,8501_B,8501_C,8501_D,As9601_A,As9601_B,As9601_C,Cy_A,Cy_B,Cy_C,MED4_D,MED4_E,MED4_F,Nat_A,Nat_B,Nat_C,Nmar_1,Nmar_2,Nmar_3,Np_A,Np_C,Np_F,Pc55x_A,Pc55x_B,Pc55x_C,Pt_C,Pt_F,To_A,To_B,To_C,Tp_A,Tp_E,Tp_F
Aspartic acid_X_HILICPos,Aspartic acid,1,134.045334,771.5999999999999,HILIC,1,154120.29387759196,93557.45846156417,129378.13180413502,497719.5138587039,584270.7848882913,408186.9110681198,494853.8563627634,690200.4085234139,533663.5537829166,418098.4497856155,537516.6274821477,798573.2502102623,55863.895515031356,77530.07768084231,98029.39050399266,60630.9465951158,57187.567370070334,100576.4021645941,87664.48519687007,85804.09876155114,66230.01262200318,74590.22898829437,58553.09141006195,46190.37759844268,43242.8382983701,73983.79925674766,87079.76843878595,79753.454972176,73006.9724303561,105222.12858069391,70212.33429665158,293969.719260376,364307.1996080831,155451.89738344468,115613.7624553416,300300.9452846013,106595.99668874047,4398471.548990065,4670742.414590619,628034.7434102634,306572.0649649518,92646.43108062488,87465.03029037897,72061.69097877668,97583.57594987086,66445.62270936431,127617.72175742398,198315.86033255476,120702.22925406684,112622.47576168115,129418.19414628879,138206.51424532014,86026.70627430052,87627.16300230547,87538.12853986121,126703.08874151723,135569.2059079178,80647.9360635934,7.259471086400447,7.252156706492884,7.2204318403589465,8.396756921331459,8.324567134863727,8.399086835650332,7.059959990625391,7.0893005621292495,7.112872725761695,6.775136402591458,6.8312806410243425,7.122072308640068,7.214158549878842,7.059553773953543,6.9120021427935034,6.472270929540629,6.927218438455456,6.427186797280546,8.072378983308845,8.093901502370574,8.03996096802922,6.459817950524243,6.522087457320853,6.4347038252553475,6.841907661787961,6.833554361322499,6.735938348055774,7.273001398133456,7.510237398338837,7.886942215301465,7.746990849712645,5.970964370650896,5.846322968142694,5.811951834301111,8.276499871559487,8.243237841865579,8.256511926145654,6.82072761077337,7.180773123410237,6.935534970263787,7.927300426118671,8.05204195289698,8.111221849425945,9.349885860963486,9.453193950755228,9.437162956781032,8.948292596984214,8.991142090991065,9.012999398117989,7.414324608677633,7.32939172705185,7.287920016483133,6.4143484628684835,6.35301103939909,6.450865325159673,6.549045233835243,6.611568991072376,6.703169953165255,6.452185282591081,6.5082547677395475,7.196584345892765,7.128189225536049,6.814024110676316
beta-Alanine_X_HILICPos,beta-Alanine,1,90.055504,683.4000000000001,HILIC,1,772895.9800401916,631390.5848843316,834402.8243877826,2722019.2458460634,3852985.152470133,2913097.1072688424,1936725.910921083,3191561.2342465967,3136707.9281640965,956253.0238835455,1127742.3059373712,2937167.7792277858,1217850.9529348896,1089914.6487724488,888896.3605638517,414687.8392997161,480129.4536356328,373670.45149064803,3680678.637915586,273039.5224193606,411031.2043784437,573574.764429221,191590.4237915974,309822.140046101,218378.9867864328,433967.36984320066,1304093.4301411503,1529131.0764594672,1004951.1085830488,1065218.5729715358,762878.3344926917,419774.18775003083,8093824.764300478,972611.5714247706,1211595.0030206358,851740.2447233687,732593.271840838,15961340.725003319,11338993.897523075,2821658.9915954145,1362148.1737109423,2125883.9943688004,1270860.3159456511,959780.6989769549,4925540.920438499,1808439.3097237821,1420359.3709687737,1937105.820232004,1375171.9529608143,1319842.7654543843,1782293.6992844478,1513950.2094824882,1110067.0751197594,1042733.6050599737,1665694.9363335401,2643485.3113462995,1542130.0078908028,1173591.57800106,0,0,0,0,0,0,0,0,0,0,0,0,6.089898837174413,5.734848713418782,5.885103914308659,0,0,0,8.074899358395337,8.076777838553056,8.053256392031233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3754662593804445,6.739585055568882,6.545811957869473,0,0,0,0,0,0,0,0,0,0,0,0,6.805806830583762,6.8700891950132235,6.864512974865798,6.161704431535512,6.214427362713283,0,0,0,0,0,0
beta-Glutamic acid_X_HILICPos,beta-Glutamic acid,1,148.060984,714,HILIC,1,677632.3467449943,497671.9224897328,618963.6188510596,1021397.3131974451,1255246.8358815147,916053.5169634479,399324.2609845796,605779.0887760842,515169.2179729359,329281.7458012004,348964.31814627507,524106.1121426322,133897.05936821198,327631.77052833623,462618.3546155946,110235.61870982536,154325.63511644822,170402.78042180807,99814.034917512,133938.32398798128,130154.02479513935,150807.1689591921,110969.21297466905,80723.48869696849,58737.76995476353,70478.29999244808,482382.3256859249,490957.77423407516,389888.99582941364,263922.2248165415,586014.2135703751,3605731.78338285,3042672.202067983,3017344.5039250273,2525928.1788388104,3636987.5348553266,2844064.965230951,2206312.6723804763,1621580.6758199104,566813.3919342502,878223.7736257379,140380.36694638434,122773.48961292865,96806.71491450393,216571.78063843507,120386.7143979985,443291.5293285025,591084.2330251812,272805.2134391633,193222.10239152602,341112.92378133535,286956.9671704414,138369.2187916811,247535.62872798293,409067.8668156306,529569.3520802058,454909.31364498026,305695.50750251143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.018132405526444,12.096132141221254,12.133085248967229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butyryl-L-carnitine_X_HILICPos,Butyryl-L-carnitine,1,232.154884,268.2,HILIC,1,917633.1963845522,1153769.5973705833,1368809.2851273625,1012364.0186915889,1012258.9719626169,966384.8598130841,931803,954516.5555555555,896774.6666666666,731712.5196850394,847035.1968503938,1140287.6377952755,458490.2,396626.1,423638.6,278735.2,323869.2,333701.4,421228,460195.5,441537.6842105263,208793.47826086957,176795.73913043478,235512.52173913043,215609.9,260564.7,249734.9090909091,389672.1818181818,329032.8181818182,248303.42857142858,299365.5238095238,NA,257045.75,NA,NA,NA,NA,3106045.5,1653468.5,387099,NA,789556.0952380953,295118.347826087,351261.36363636365,530374.3,336821.4,406562.3870967742,516571.6666666667,777588.074074074,688015.4166666666,491206.2,1067464.857142857,788376,322235.2,335422.4,608223.5,386487,202055.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.767799647009177,8.168226178700248,7.960803012551005,0,0,0,0,0,0,0,0,0,7.408272588386268,7.262985244274869,7.194603284660446,7.024834230633326,7.049310911013073,7.121227570584064,6.733471694581854,6.774473001077891,7.067563222994597,6.966783382059575,6.479631967721547,7.037272190912814,6.950131774671399,6.724266958924666
Carnitine_X_HILICPos,Carnitine,1,162.113019,612.6,HILIC,1,10766457.429169087,11260973.783277484,17276791.243021093,33702860.21519785,41245438.76660159,40541724.29924018,21988581.15855091,21284735.612075537,21752481.126684353,17375096.54435093,20517996.734756947,26521151.058521826,21295161.129002787,41800179.90226251,31764270.987152137,20764842.455489494,28439471.880081087,29573715.89367016,35204043.425488085,29363656.177437842,16190372.318159323,26488803.093703657,11880722.177023618,23043757.843525272,19653668.67569154,29184699.91922172,26235807.310955677,27547195.487662055,28786637.033518597,25035320.877231516,21784689.470077585,7619493.636589651,37467747.85939273,7180568.982459664,6709038.988260208,8032419.629810117,4578648.377106781,178893140.11964667,130055110.12568972,61371132.09078145,12791090.764927004,25003058.233395625,26736929.281816255,21421267.270866282,27382438.141726792,27220403.625111394,50678434.02683635,87223897.90231419,26301023.50056307,19426939.608773652,35073522.704216056,44731565.26926852,39170929.455486685,31795029.32788744,38494046.97385241,35376236.09671219,36577703.23338254,16842681.672228493,6.455980656500718,6.473241396069371,6.374896935750231,0,0,0,0,0,0,8.236959075300996,8.346049282036942,8.479989751450482,8.647552095576035,8.349329136890404,8.56109814144964,9.028543009707032,9.012200157849644,8.982023752888898,0,0,0,8.860769974319293,8.879456795553185,8.923584011142871,8.535907389977899,8.378689486590341,8.328090226556625,0,0,0,0,0,0,0,0,0,0,7.88874302306889,8.271311476046895,7.98288851676254,0,0,0,0,0,0,0,0,0,8.144665795389209,8.026195769126774,7.946383400264276,8.65178317271739,8.707599107704082,8.747165584089501,7.356133387873247,7.386540201964003,8.454549368259118,8.295156341265113,8.06084367588603,8.591352096462963,8.584565052473783,8.326759036230808
Citrulline_X_HILICPos,Citrulline,1,176.103517,732.6,HILIC,1,323194.0031245074,286083.6974015869,361866.8376085774,1150216.167027719,2212911.7030184553,1811391.5597386297,1143885.2626757557,2653848.969501161,2062202.78907438,724687.7542005237,1309400.7498948206,2846492.06770874,160876.60274950502,208634.81329188874,187554.5818989098,178197.37032580277,177571.67205125495,311005.4329309183,209067.91628060816,170607.24840136472,83288.40209352756,177289.75676941217,112124.07786637338,158208.8049406569,69067.42229979779,113760.94761171009,181846.15383304696,238148.19620811334,198973.0447543841,310028.3137656382,180318.92342236143,346224.5517336301,95232.69386870057,65331.972521748605,75655.88413459736,186789.60919091493,111042.15525262432,2919154.522814808,750910.611498369,173710.6860183752,180008.20920805843,124270.33364754784,218164.59192071014,130131.35560476204,176501.72700840747,132911.2909218636,248453.66807992168,261061.1241525511,229265.30802437817,153693.6989180715,445586.2906686293,302739.42131591134,148833.05795571694,319344.27599629445,438661.5158638749,364424.32788011065,487590.5374990563,347332.8785459554,0,0,0,8.155432868174355,8.101151000546123,8.074588467476682,0,0,0,6.249032779647507,6.317269029817353,6.535061189181782,5.735699742775739,5.531851635796222,0,0,6.970515191225513,0,7.62419830017311,7.684486325807533,7.663908383175608,6.147348318043188,6.24590388870914,6.444386194683873,0,5.929340352472231,5.84751608888967,7.743545945690641,7.833856132124177,8.322629023043826,8.321263058152075,6.340094460162651,6.161858880386689,6.00073360773699,8.320479084670472,8.29301054343633,8.2806141251009,6.726220899789483,6.855796238381386,6.684162039249147,8.045246067941621,8.474023290380826,8.496912804548874,9.448941072308578,9.483253306276403,9.480303563300987,9.778404597738879,9.86640258910853,9.904546574426638,7.824438869252869,7.817342993967281,7.689715812497201,5.991095373680886,5.976585792613857,5.806276631984473,6.502866233368356,6.5258152243412,6.738838803167658,6.286806541229632,6.305972002491252,6.414881552556564,6.382407744635475,6.039987777751516
Creatine_X_HILICPos,Creatine,1,132.077302,680.4,HILIC,1,9846610.48264108,13838981.457333596,18656727.170178678,24386594.159424983,47764499.414421804,59569078.30456677,23636484.700890895,35406149.24005036,30440031.277956884,9796258.543422101,18986118.442438003,63929109.50892758,3506825.097975245,2629157.157092505,1820853.622389337,630770.4557184564,2686141.8707580836,1598570.7909036684,16724279.77951534,981042.669850504,1172062.0456914185,1394161.9314504527,334636.45319903793,1412463.7706443022,998641.9088498976,780172.7115437816,2687055.3703082,2790840.418612262,4100602.176506616,941677.3847519526,1429881.646443481,1500362.2259241913,2894950.8652230497,4074242.7893558363,2408776.36213218,1268062.1563275794,1142579.6193355492,162944009.28858796,20714321.708090603,41216900.50225974,24385534.549108937,5636740.90568289,1539342.1495075575,2559397.68669318,6792772.851712626,4877473.079532365,3310961.470430891,3936753.385508378,1301373.3999079878,1987858.431275076,3389240.7120268755,5698622.354537542,5444955.8515349785,4271407.311562395,2169994.4110488174,6573626.646536568,4630359.313372487,1300980.7927324672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277401673433046,0,0,0,0,0,0,0,0,0,0,0,6.723625250433558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cystathionine_X_HILICPos,Cystathionine,1,223.075255,788.4000000000001,HILIC,1,21843.11158299084,2062.269793853824,12912.138170225839,95846.06395378581,93386.09518272542,93037.77350322915,37273.82583547946,45055.988330958484,34549.94858310779,35134.750911745425,47243.26419075302,61119.963850867665,53230.94514619685,57905.90302569569,32814.66123547752,12393.991464910814,14470.242425451273,14457.219799782262,6832.840738326758,3653.1815403530222,2054.7666769423317,29909.36033617545,NA,3654.5791876880394,NA,13857.368362864412,35304.737827990146,32825.98441588366,21791.8895274965,26906.758326936546,NA,12601.427919931833,5273.89038391871,NA,5861.558761848582,12430.464586482842,2710.885297680581,556127.841227896,297256.14140394324,85331.51435736973,NA,47608.882869736946,61402.89984824807,33017.52979053063,218154.11731050228,68729.87043379305,111464.96239643804,148511.20806786147,82921.08483715051,70493.1337458369,139239.42275635662,143753.0252385401,107299.9678208922,72652.81051073925,126569.82572128992,164611.6775449898,104891.3834280695,34697.04777671427,6.2406869699950605,6.190946267508704,5.904341171155493,0,0,0,5.287578233602551,5.450953260559819,5.462360345050483,5.7207759885828136,5.790736247862322,6.015691982193018,5.948804444623552,5.823377775550625,5.761670655361039,0,0,0,0,0,0,0,0,0,5.933257693833864,5.735473534115365,5.575408494461065,0,0,0,0,0,0,0,0,0,0,6.378961054842819,6.769450268210242,6.610218910932176,0,0,0,6.327002544362524,6.392960752066198,6.355517500878137,0,0,0,0,0,0,0,0,0,5.2133158529083525,5.319911746964435,0,5.072321013692895,5.102249815086047,4.085290437180643,0,0
Cysteic Acid_X_HILICNeg,Cysteic Acid,1,167.996671,729,HILIC,-1,35185.91381000602,23882.228814293136,25866.57183904151,141539.39115510357,154991.44637190897,156486.27726801817,78048.12401342439,105983.45901465998,80966.00734365862,24646.79546652582,55229.25645249038,107166.76320277958,170274.5249846435,134504.84115989847,123272.27603310424,56941.709992175805,54523.192657034684,38811.65503521227,75739.62065658117,43115.822066566136,44336.072928655005,28204.460431782274,43953.35536796803,46070.09518060466,52816.25226484297,53299.883698323545,93922.85727599318,115776.688778423,119475.3782868553,62903.595159370394,80356.28827369328,NA,NA,NA,NA,NA,NA,261805.24079839906,219204.2292329997,50714.23139316084,NA,165787.38775211043,166147.88276289828,152497.6140977971,225152.79777821671,187582.37301633015,104196.66518063801,131473.3726218582,91696.24190187722,90086.2715005951,130955.53240152099,189213.07086882135,156737.51752695258,139141.51024119827,135756.11925892677,151230.48615406043,126753.37834098467,81138.37065048967,0,0,0,5.890558757076526,5.8306923398988735,5.8234235002573085,5.521502504054826,5.483254862416973,5.512543908978162,0,0,0,0,0,0,6.018769551289992,6.17663767392331,6.532268202348809,6.1690988809920935,5.560189088004248,5.965695275793413,6.284863086397363,6.14898416743382,6.1615178796790975,0,0,0,6.096080628221793,6.307903889269668,5.339619850833099,5.360906064722794,4.752871831020655,4.888822886952511,4.619215101816181,5.836321838323223,5.722301864423186,5.781121480390749,7.158136785372392,7.585493016735979,7.346018965417761,6.287670166670533,6.312410079019477,6.618526602629802,6.717511872968902,6.703933859283028,6.847113682377718,0,0,0,4.925127540971544,4.76997704356582,4.643815692220227,5.03500637596573,5.106929106327035,5.121038277538824,3.4142369293881765,3.6715793932476553,5.6995576288793055,5.5613169566184695,5.632292268935258,0,0,0
Cytidine_X_HILICNeg,Cytidine,1,242.077697,513,HILIC,-1,NA,NA,NA,135655.1401869159,177625.8878504673,222850.00000000003,NA,NA,156490.44444444444,NA,NA,125932.20472440946,396405,703760.6,755591.6,479949.5,440285.9,745506.6,1008385.8,762274.1,170628.63157894736,234974.34782608695,117585.13043478261,182586,264186.8,450031.4,201404.81818181818,294821.2727272727,202677.18181818182,378870.85714285716,262256,34067.5,15022,NA,106164.25,53862.75,NA,1498432.75,1274466.5,203691,13837,542995.9047619047,344809.39130434784,313318.54545454547,669835,407762.7,355374.06451612903,548883.9333333333,390714.0740740741,327167.0833333333,496491.3,808572.5714285715,497012,278351.5,416739.2,748043.2,301455.1,204534.6,6.070438432562304,6.1058091521480815,6.06303972894783,0,0,0,0,0,0,6.368160826209988,6.799175472644734,6.768580362671243,6.060394315166935,5.925352799480931,5.918526069631827,0,0,0,0,0,0,0,0,0,6.592060338670555,6.540293635430061,6.4241898615636455,6.488399524181463,6.617046903619156,6.300117817400639,0,0,5.805986747360358,0,0,0,0,0,0,0,6.345082397575891,6.73868585064346,6.620603731366784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytosine_X_HILICPos,Cytosine,1,112.051087,444.6,HILIC,1,9644829.333117202,8121922.988439835,9455812.00604072,12931813.323776428,14663520.474884076,16389287.475272741,13883538.932982646,13456101.595860355,12766553.02705727,8042499.497297033,12275796.101298934,15802273.8296789,11407672.460517595,36439759.79527591,32488109.466794908,24553673.965034623,13321212.208692696,28515879.284388702,28048406.856292404,25645826.341152824,7273248.21005984,8748550.90003626,7061985.973741477,12253759.648478357,9322342.92696323,8731719.803974736,27572560.956349913,16003473.648282973,17421176.774324827,11213741.800660593,11550623.674023978,8674243.410948543,12021768.068652295,12705732.181346387,19581930.92913159,9124024.825078148,5610201.760008696,69485909.95762047,125460182.8986074,33656451.12048916,11548258.133962115,12983747.896545464,5911692.680644979,13637000.763618363,15379402.555750716,14152498.464976132,15817408.411320714,26754765.386158638,7008613.947697805,13207026.434863301,10722169.142788725,27421359.303057343,17759142.003154308,21452401.961181346,14863119.115795765,28996154.808113866,13093368.138432648,17195436.628443323,7.678864058779268,7.654833569407138,7.5624311029941405,8.066060880420144,7.885352394844077,8.061416753723314,7.447699238630963,7.239565038143233,7.388419739254106,7.5682607774306865,7.674277622613453,7.868839765026554,7.26253640540908,6.98990516858361,7.33762277690499,0,8.014349013380121,7.908079489413615,0,8.156525505038497,8.057149146290149,0,0,0,7.998173004404938,8.149004315122923,7.498856829298004,7.958310022618456,8.000414703456626,8.416207774113794,8.290171233167221,7.45391990802368,7.333566119658596,7.541780254916362,7.664780261662818,7.786541914701471,7.682863394390473,6.838108045134874,7.19903900028915,6.9146918230830225,8.313923952635806,8.314732474565407,8.269078611468498,8.385339879053536,8.486752490097672,8.379294247242626,10.418664028843253,10.395696848707995,10.262847091290771,0,0,0,7.689542694445969,7.764682490613383,7.677437229897514,6.279209133326822,6.365217590376915,6.8201839687918975,6.6405363378130575,6.498418417973765,7.266046892059039,7.069859403432621,6.983597695229399
Dexpanthenol_X_HILICPos,Dexpanthenol,1,206.139234,136.2,HILIC,1,446772.1446179129,107658.17584223501,132858.83319638454,460566.4485981309,436875.4205607477,358157.19626168226,399089.77777777775,465710.77777777775,398697.6666666667,306842.2834645669,403677.2440944882,428860.9448818898,40835.2,35402.8,67015.8,55180,48383.4,139344.3,23228.7,46472.1,NA,NA,NA,16806,38927,NA,67260.18181818182,43655.09090909091,47328.545454545456,NA,30712.285714285714,1213696.5,37681156,68351,53694,505598.5,271787.75,282337.5,186626.25,113058.25,1096734.75,37171.333333333336,40352.260869565216,68299,58562.2,24171.9,44594.1935483871,NA,13034.518518518518,20521.75,32153.2,58530.380952380954,16317.1,32458.4,47558.7,11545.4,29204.6,58791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.226160394750831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHPS_X_HILICNeg,DHPS,1,155.001422,640.2,HILIC,-1,3975325.336904096,3092282.9460749584,3728425.379005752,22585474.65892275,23564970.557715483,22235087.34386539,3589583.9513115725,3799714.4836560916,3325967.305059388,2106708.1844098903,3478159.5608205562,4012211.886616114,5294190.442865568,15409197.345869204,16675296.882533874,3238253.0664063315,2915326.7703801114,4772371.59759664,3680197.8547914764,5762851.612011535,3634762.4540925543,4700482.774866143,2498998.639499783,4165214.0798220984,3471990.926675084,3801444.930374852,11940290.1997544,11718680.055213606,9597884.078723906,6178248.869205971,7764111.150174485,725142.2667153634,464170.93190563645,91489.46661185793,39501.718559484485,1007274.2774050252,95407.70188644582,136443931.6741061,121763544.91208784,10340008.475711714,1586302.1861705591,10564089.445227388,6833643.437752988,6332220.087724597,17386343.641889513,10235454.824647203,13217352.17089339,24586719.68843968,15450807.386861823,14794572.652759338,14275308.19783948,10573145.843987826,10045858.859148197,12192572.414376328,12808355.499756465,16244659.121841544,6675289.809025618,4219160.404378269,0,5.283823432481815,5.038382374037852,0,0,0,0,0,0,0,0,6.826393466773444,5.685607369264454,5.434716531336341,4.440950170700413,8.948987402458878,0,9.076373044494794,0,0,0,9.289653904009096,9.298057533604295,9.060831002280247,0,0,5.263734501171735,0,0,0,0,0,0,0,0,0,0,8.957295289614327,9.431555504143448,9.211606941848476,0,0,0,0,0,0,0,0,0,9.138379864934675,9.089837306504196,9.014445159411066,7.069263135324932,7.116182977371734,7.150890732495784,8.594586863983121,8.657099179216665,9.026509528866526,8.888050599374974,8.939137942992561,8.897453825153624,9.018023189703166,8.770761338431392
DMSP_HILICPos_X_HILICPos,DMSP,1,135.047977,559.5,HILIC,1,70016610.02465078,50024687.59244043,63146365.16023008,287842739.4392524,333644177.94392526,299424634.0186916,272469077.3333333,271659662.2222222,259080391.1111111,215802497.00787404,188789639.0551181,225641947.71653545,707251302.4,561578854.4,295450470.4,438034688,205329459.2,457344307.2,264095078.4,654973593.6,608104286.3157895,692552837.5652174,245761914.4347826,481836610.7826087,137044595.2,127812672,257561832.72727272,444042146.90909094,377319656.72727275,369917098.6666667,276042727.61904764,73090712,123364080,80485480,84102368,128919432,46774132,5061573632,2844272640,575617600,208040208,1378719548.952381,1006964290.7826087,607601850.1818181,2146851430.4,1249801216,736881697.032258,899463987.2,1298263608.8888888,1079452842.6666667,693380915.2,596748580.5714285,667328512,610541772.8,574073190.4,335809331.2,535932774.4,114420953.6,10.459591516543624,10.635893096340123,10.386593911953929,0,0,0,10.007951370349414,9.983261473145276,10.023322646114055,10.532713968599472,10.50905455466033,10.748993003010458,8.991155988686266,8.859593798801512,8.736432524341458,10.996884389636362,10.99375242102455,11.007087396731675,10.551791043760188,10.537454443669004,10.55726765081125,10.9133279955154,10.919356605402339,11.002638407806154,10.773755291880592,10.569780357071371,10.549039654790963,0,0,0,0,0,6.501127952611921,0,0,0,0,9.940868806491931,10.398860304585838,10.080587430183716,0,0,0,0,0,0,0,0,0,5.785369973529126,0,0,8.689500285233311,8.68689370924698,8.73442397984965,8.748164125906294,8.690587667197018,8.421546998609317,8.314280636314574,8.222440584753185,9.371416955377923,9.337380700956743,9.103581291435718
Gluconic Acid_X_HILICNeg,Gluconic Acid,1,195.05048,647.4,HILIC,-1,NA,NA,NA,NA,1407459.2037683148,940041.9306444898,NA,497026.8264467946,NA,NA,NA,213158.38999865582,NA,409722.96571492834,215935.98717785865,102465.57901404443,69239.78896016438,NA,NA,67996.87858235065,NA,NA,NA,80348.22087106394,110617.5641745639,308508.22834648815,NA,85808.27439964168,NA,296802.35800155514,69843.28785054813,NA,NA,NA,NA,12782.892133403873,NA,2024397.4087012336,1505618.7821769433,NA,NA,43010.50280125063,117118.37731221986,NA,189961.23638118448,81780.36795822254,555607.1488403056,1193163.7864833102,247621.29141041954,121306.27729872432,512872.22016625607,334479.8252609561,153799.85083085584,154702.39748738246,433362.34050592314,510738.0003966542,405714.95119021164,240310.30601424864,0,0,0,0,0,0,0,0,0,0,0,8.150229369239636,8.291642054619452,7.997861042447901,7.9924000071506525,0,0,0,7.383789515385661,7.45959493078308,7.331820617759666,0,0,0,0,0,0,7.2512094335396595,6.872626016650037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.748026065322542,0,0,0,0,6.93111612281943,6.951718787991915,0,0,0
Glucosylglycerol_X_HILICPos,Glucosylglycerol,1,255.107995,606,HILIC,1,46356.20377978636,31213.968775677895,35918.65242399343,541889.7196261683,561341.4953271028,449002.1495327103,49138,61891,93280.55555555556,22316.614173228347,32353.622047244095,38213.22834645669,34787,106861.6,188831.9,62353.3,9484.6,20422,25075.6,57036.4,1350.7368421052631,16487.217391304348,13682.434782608696,29150.434782608696,35113.5,21430.1,16288.727272727272,25404.454545454544,7942.545454545455,36066.380952380954,51104.380952380954,NA,NA,NA,NA,NA,NA,1253356.25,1000693.5,259105.75,15391.5,54390.47619047619,2387.6521739130435,14850.09090909091,79005.1,46626.8,66213.29032258065,260003.93333333332,43090.22222222222,55756.166666666664,74220,122922.47619047618,60879.7,72226.6,43438.9,145759.7,78097.6,67295.4,0,0,0,5.29350652021354,5.26023866182233,5.311606480642473,0,0,0,0,0,0,0,0,5.604793536428284,6.599013999051794,6.624654334340535,6.30473440790911,0,0,0,5.221880803629526,5.424440102061142,0,0,0,0,8.043555546693112,8.11553683524264,8.273776009742571,8.24367767825452,4.371751706210874,0,0,5.846358260879105,5.827545901368784,0,5.402762356560176,5.652873955050347,5.656196666283713,6.560180313806599,6.6173172752777365,6.623544925313551,6.439255334355446,6.39191301207823,6.607663431529179,0,0,0,6.5076136306376275,0,6.1879019352751845,0,6.651737246648873,0,4.779288525161591,5.823978064587315,5.040828306490783,4.990333249046203,4.0644817811217875,5.5443520735787954,4.671686491581363,4.821308656201061
Glutamine_X_HILICPos,Glutamine,1,147.076968,702,HILIC,1,4784109.3171797255,3605044.3280334277,5675654.719472444,17076412.18459617,17533469.19457801,14579081.164817432,17909981.316071093,25111993.66344204,21692536.736895487,9153989.001217272,11917700.739981312,20403978.27655783,1831289.805028377,4747011.209270863,2917945.00427924,5025536.4786888305,7419159.147449431,13891914.388521472,7668182.974020218,5897665.207816994,2850113.6972256405,9597835.848084413,3284532.7022675513,5983987.204281008,1475892.542364035,5185521.314923482,2275581.089475442,3203924.8615320534,2035773.2527247078,7103972.880765143,2763751.7161246035,3412381.379550893,6077413.87893539,2228196.882553268,3951791.059108749,4790840.909910719,1458444.1509061812,61399171.93759587,58349334.27928916,14361602.822785115,3306120.981582639,3216991.205745262,3051257.6316996636,2643525.9509517257,3742581.925841672,1961518.4648726832,2499975.1993295792,2202619.9933794616,2909987.910473466,1948038.1695105666,4950020.941579396,4228575.985306305,2256731.6412867587,2744287.7461218624,6116538.794618713,3995124.0069771386,4175659.266935511,2751763.5935663786,8.499544284956936,8.429893225223466,8.327690077959554,8.863284499373917,8.723138029021115,8.675129045255266,8.717712184085316,8.700744660119035,8.67946260152058,7.708873206409957,7.764589360458877,8.016452238324609,7.663705351393445,7.428153775484524,7.966991714285437,8.595448860709173,8.668538714267006,8.691661768482547,8.563953840482501,8.437511444177042,8.391501507847757,8.073146014308763,8.091039705686697,8.039477897074896,7.994243284974534,7.836179752521446,7.718173453573075,8.193383933635172,8.39319383872641,9.514160580143708,9.260677872582454,6.738604653374082,6.748999888442351,6.75599982896996,8.566379342090915,8.511021515706116,8.4675544012875,8.383417861817032,8.770950490354144,8.51863187197932,8.580061744960679,9.057015830007387,8.829663506531638,9.90466309515579,9.867798795103667,9.79355085251566,11.141532195691822,11.188492895300044,11.198193123570805,8.856942361326645,8.755225702895643,8.759201761910944,7.217723744570703,7.2543843297512565,7.195569108633338,8.176632799770392,8.176579000718803,8.767273517457728,8.587662026847912,8.572003878352263,8.450182430216175,8.26088460000965,7.9390281574870185
